Coefficient;OTU;Phylum;Class;Order;Family;Genus;Value;Std.Error;DF;t-value;p-value;p.adjust;log10p;Change
M3;Otu000007;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;-1.000085482;0.37150223;126;-2.692003977;0.008067766;0.048981859;1.30996474;Decreased
M6;Otu000007;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia-Shigella;-1.116162015;0.37503196;126;-2.97617839;0.003500215;0.028535651;1.544612211;Decreased
M12;Otu000025;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;-0.776317895;0.289142001;126;-2.684901855;0.008231535;0.049337924;1.306819129;Decreased
M12;Otu000028;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;-6.746354603;1.557225913;126;-4.332290226;2.99E-05;0.000820459;3.085943375;Decreased
M6;Otu000028;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;-3.794542232;1.242283373;126;-3.054490075;0.002751693;0.023759418;1.624164204;Decreased
Before;Otu000029;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;-1.029509519;0.310066979;126;-3.32028106;0.001176538;0.0136365;1.865297088;Decreased
M12;Otu000029;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;-1.302623083;0.429709596;126;-3.031403288;0.002955342;0.02493894;1.603122007;Decreased
Before;Otu000031;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;-0.957482228;0.250575813;126;-3.821127885;0.000207605;0.003566352;2.447775769;Decreased
M12;Otu000035;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;-1.527446154;0.461682667;126;-3.308432965;0.001223263;0.013841121;1.858828749;Decreased
Before;Otu000036;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;-1.201948357;0.404870351;126;-2.96872407;0.003580468;0.028797971;1.540638116;Decreased
Before;Otu000045;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unclassified;-4.548641085;0.714370846;126;-6.367338632;3.27E-09;4.84E-07;6.314837034;Decreased
M12;Otu000045;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;unclassified;-1.929599275;0.59472827;126;-3.244505723;0.001506734;0.015257668;1.816511828;Decreased
M12;Otu000049;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;-1.098575879;0.163230977;126;-6.730192384;5.35E-10;1.03E-07;6.987685957;Decreased
M3;Otu000049;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;-1.725861006;0.167477648;126;-10.30502297;1.96E-18;7.53E-16;15.12314287;Decreased
M6;Otu000049;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;-0.786340403;0.130129125;126;-6.042770225;1.59E-08;1.80E-06;5.745113159;Decreased
M12;Otu000071;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira;-1.009856732;0.323305226;126;-3.123539769;0.002217463;0.019936442;1.700352348;Decreased
M3;Otu000083;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;-0.984027476;0.308082584;126;-3.194037989;0.001772577;0.016717837;1.776819924;Decreased
M6;Otu000083;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;-1.132348431;0.314238845;126;-3.603464203;0.000450535;0.006468875;2.189171254;Decreased
Before;Otu000097;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Haemophilus;-1.61246115;0.382839907;126;-4.211841869;4.78E-05;0.001180013;2.9281132;Decreased
M6;Otu000113;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;-0.845013483;0.281118612;126;-3.005896614;0.003196462;0.026739097;1.572853261;Decreased
M3;Otu000126;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;-1.500401295;0.368526317;126;-4.071354547;8.20E-05;0.001792779;2.746473293;Decreased
M6;Otu000140;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus;-2.157437621;0.448930168;126;-4.805730993;4.31E-06;0.0001574;3.802994847;Decreased
M12;Otu000150;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;-0.801875007;0.270579224;126;-2.963549809;0.003637166;0.028797971;1.540638116;Decreased
M3;Otu000150;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;-0.798079213;0.249715121;126;-3.195958699;0.001761708;0.016700577;1.777268512;Decreased
Before;Otu000191;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;-1.216592334;0.293143855;126;-4.150154649;6.07E-05;0.001373968;2.862023435;Decreased
M6;Otu000191;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;-0.90519875;0.305286573;126;-2.965078818;0.003620326;0.028797971;1.540638116;Decreased
M12;Otu000214;Firmicutes;Clostridia;Clostridiales;unclassified;unclassified;-1.039414859;0.382888504;126;-2.714667186;0.007564719;0.047408855;1.324140531;Decreased
Before;Otu000219;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;-0.722811836;0.267894502;126;-2.698121203;0.00792908;0.04868517;1.312603307;Decreased
M12;Otu000219;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;-0.886774776;0.320355329;126;-2.768097469;0.006489473;0.042906344;1.367478488;Decreased
M6;Otu000219;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;-0.974142007;0.297293775;126;-3.276698295;0.001357098;0.014346462;1.843255185;Decreased
M6;Otu000227;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;-1.031035375;0.377560588;126;-2.730781249;0.007224537;0.045573799;1.341284768;Decreased
Before;Otu000244;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Hafnia;-2.450074179;0.521659885;126;-4.696688877;6.80E-06;0.000237971;3.623476119;Decreased
M12;Otu000257;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.020631621;0.362816483;126;-2.81307953;0.00569421;0.040278163;1.394930342;Decreased
M3;Otu000257;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.165116634;0.354598243;126;-3.285737189;0.001317648;0.014287473;1.845044578;Decreased
Before;Otu000263;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;-1.125690145;0.416722208;126;-2.701296264;0.007857952;0.04858568;1.313491716;Decreased
Before;Otu000264;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.207454082;0.395336895;126;-3.054240818;0.00275382;0.023759418;1.624164204;Decreased
M6;Otu000264;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.165679831;0.397108797;126;-2.93541679;0.003960159;0.030847553;1.510779281;Decreased
Before;Otu000266;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;unclassified;-1.590444294;0.534390733;126;-2.976182401;0.003500172;0.028535651;1.544612211;Decreased
M6;Otu000266;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;unclassified;-1.411222131;0.512993891;126;-2.750953091;0.006818294;0.044198331;1.354594126;Decreased
M12;Otu000271;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;unclassified;-1.243217794;0.404815319;126;-3.071073984;0.002613498;0.022856227;1.640995464;Decreased
M12;Otu000275;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.107609441;0.38745377;126;-2.858687993;0.004979635;0.036568007;1.436898714;Decreased
M12;Otu000305;Tenericutes;Mollicutes;RF9;unclassified;unclassified;-1.381155695;0.435497323;126;-3.171444744;0.001905202;0.017487078;1.757282756;Decreased
Before;Otu000340;Tenericutes;Mollicutes;RF9;unclassified;unclassified;-2.942219919;0.63064649;126;-4.665402828;7.75E-06;0.000266155;3.574864826;Decreased
M6;Otu000349;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-0.97540604;0.345450218;126;-2.823579167;0.005521874;0.039203265;1.406677763;Decreased
M12;Otu000352;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;-1.425496929;0.507599625;126;-2.808309655;0.005774111;0.040654677;1.390889488;Decreased
M6;Otu000352;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Anaerostipes;-1.302408713;0.44276243;126;-2.941552005;0.003887553;0.030405085;1.517053772;Decreased
M12;Otu000373;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Allisonella;-1.629153893;0.469148921;126;-3.472573037;0.000706972;0.009209143;2.035780799;Decreased
M3;Otu000383;Tenericutes;Mollicutes;RF9;unclassified;unclassified;-1.271396594;0.458284316;126;-2.774252907;0.006374981;0.042588418;1.370708495;Decreased
M6;Otu000383;Tenericutes;Mollicutes;RF9;unclassified;unclassified;-1.824919435;0.516283189;126;-3.53472566;0.000571639;0.007691146;2.114008928;Decreased
Before;Otu000386;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-0.886042817;0.316828246;126;-2.796602979;0.005974565;0.040762635;1.389737747;Decreased
M12;Otu000386;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-1.557933691;0.428108967;126;-3.639105485;0.000397714;0.005905082;2.228774041;Decreased
M3;Otu000386;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-1.187290374;0.351055162;126;-3.382062141;0.000958773;0.011824867;1.927203753;Decreased
M12;Otu000397;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;-1.039034273;0.385919987;126;-2.692356729;0.008059709;0.048981859;1.30996474;Decreased
M3;Otu000397;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;-1.206345468;0.368098094;126;-3.277239108;0.001354707;0.014346462;1.843255185;Decreased
M6;Otu000397;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Sporobacter;-1.429955766;0.389776529;126;-3.668655393;0.000358416;0.005472959;2.261777817;Decreased
M12;Otu000399;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.113548352;0.407595077;126;-2.73199657;0.007199452;0.045564955;1.341369052;Decreased
M3;Otu000399;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-0.97397953;0.355780992;126;-2.737581694;0.007085189;0.045288716;1.344009993;Decreased
M12;Otu000402;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;-1.361410797;0.490406712;126;-2.776085161;0.006341258;0.042510735;1.371501381;Decreased
M3;Otu000402;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Anaerotruncus;-1.374639183;0.424628625;126;-3.237273945;0.001542401;0.015416291;1.812020113;Decreased
M3;Otu000428;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-2.769578963;0.555060358;126;-4.989689721;1.96E-06;8.58E-05;4.066377614;Decreased
Before;Otu000442;Firmicutes;Clostridia;Clostridiales;Family_XIII;unclassified;-0.90865698;0.286788289;126;-3.168389421;0.001923828;0.017542398;1.755911038;Decreased
M12;Otu000442;Firmicutes;Clostridia;Clostridiales;Family_XIII;unclassified;-1.363654474;0.361596897;126;-3.771200713;0.000248672;0.00412453;2.384625545;Decreased
M12;Otu000449;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.751746128;0.43076379;126;-4.066604874;8.35E-05;0.001804838;2.743561706;Decreased
M6;Otu000449;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-0.555181748;0.194821738;126;-2.849690976;0.005113741;0.03741003;1.427011943;Decreased
Before;Otu000467;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;-0.805645894;0.281790486;126;-2.859024472;0.004974683;0.036568007;1.436898714;Decreased
M12;Otu000467;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;-2.927765874;0.545638176;126;-5.365764354;3.73E-07;2.05E-05;4.688207605;Decreased
M3;Otu000467;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Pseudoflavonifractor;-1.482815393;0.345613992;126;-4.290380093;3.52E-05;0.000927969;3.03246656;Decreased
M3;Otu000482;unclassified;unclassified;unclassified;unclassified;unclassified;-1.50040333;0.537142409;126;-2.793306403;0.006032147;0.040910977;1.388160146;Decreased
Before;Otu000508;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.311836557;0.429300513;126;-3.05575353;0.002740931;0.023759418;1.624164204;Decreased
Before;Otu000521;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;-1.424941154;0.494184223;126;-2.883420976;0.004627388;0.034777716;1.458698938;Decreased
Before;Otu000529;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;-1.301727615;0.356444434;126;-3.651979078;0.000380117;0.00575863;2.23968079;Decreased
M12;Otu000529;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;-2.099201512;0.480415404;126;-4.369554958;2.58E-05;0.000728632;3.137491726;Decreased
M6;Otu000543;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;-0.889173526;0.319559883;126;-2.782494213;0.006224572;0.041874395;1.37805145;Decreased
M3;Otu000545;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.569953988;0.374243514;126;-4.195006537;5.11E-05;0.001228048;2.910784596;Decreased
M3;Otu000554;Tenericutes;Mollicutes;RF9;unclassified;unclassified;-1.727568269;0.632251721;126;-2.732405799;0.007191024;0.045564955;1.341369052;Decreased
Before;Otu000587;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.041462923;0.30537957;126;-3.410388333;0.000872113;0.010907787;1.962263353;Decreased
M3;Otu000587;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.215442999;0.325119324;126;-3.738452033;0.000279678;0.004560175;2.341018535;Decreased
M6;Otu000587;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.501970185;0.363288731;126;-4.134370424;6.45E-05;0.001442761;2.840805689;Decreased
M6;Otu000594;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;-2.005482185;0.647450506;126;-3.097506554;0.002406444;0.021238525;1.672875648;Decreased
M3;Otu000605;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Incertae_Sedis;-1.89360546;0.705681622;126;-2.683370802;0.008267232;0.049397995;1.306290679;Decreased
M12;Otu000622;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-2.646293622;0.73304296;126;-3.610011643;0.00044036;0.006418575;2.192561411;Decreased
M6;Otu000622;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.627426483;0.513242357;126;-3.170873293;0.001908673;0.017487078;1.757282756;Decreased
Before;Otu000626;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-2.202037843;0.514243698;126;-4.282090088;3.64E-05;0.000945699;3.024246902;Decreased
M12;Otu000631;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella;-2.233829413;0.686324949;126;-3.254769358;0.001457434;0.0149952;1.824047735;Decreased
M3;Otu000643;Firmicutes;Clostridia;unclassified;unclassified;unclassified;-1.625822994;0.602738896;126;-2.697391866;0.007945501;0.04868517;1.312603307;Decreased
Before;Otu000702;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.454871235;0.54147218;126;-2.686880855;0.008185601;0.049215926;1.307894336;Decreased
M12;Otu000725;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Dorea;-1.359761558;0.501400457;126;-2.711927238;0.007623986;0.04762516;1.322163554;Decreased
M12;Otu000744;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;-2.36940889;0.824943819;126;-2.872206369;0.004784177;0.035677354;1.447607365;Decreased
M3;Otu000783;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-1.221287028;0.369497701;126;-3.305262858;0.001236056;0.013841121;1.858828749;Decreased
M12;Otu000795;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;-2.154146378;0.514427436;126;-4.187464021;5.26E-05;0.001248779;2.903514487;Decreased
M3;Otu000825;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified;-1.426204275;0.508018573;126;-2.807386087;0.005789699;0.040654677;1.390889488;Decreased
Before;Otu000981;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-1.291878184;0.419438278;126;-3.080019762;0.002541646;0.022329344;1.651124037;Decreased
M12;Otu000981;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;-1.399154891;0.499955586;126;-2.798558373;0.005940647;0.040682221;1.390595348;Decreased
M12;Otu000004;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;0.491198749;0.178570471;126;2.750727745;0.006822715;0.044198331;1.354594126;Increased
Before;Otu000006;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;0.843507322;0.309667026;126;2.723917148;0.007367708;0.046325069;1.334183925;Increased
M12;Otu000006;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;2.164013125;0.352643383;126;6.136548215;1.01E-08;1.30E-06;5.887223587;Increased
M3;Otu000006;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;1.352163145;0.324592675;126;4.165722916;5.72E-05;0.001309523;2.882886841;Increased
M6;Otu000006;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;1.26313199;0.327215313;126;3.860247185;0.00018002;0.003207026;2.493897521;Increased
M12;Otu000015;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;unclassified;0.90865596;0.275085634;126;3.303174895;0.00124455;0.013841121;1.858828749;Increased
M3;Otu000017;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;0.780679129;0.257145547;126;3.035942629;0.002914233;0.024700373;1.607296489;Increased
M12;Otu000020;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;1.195283291;0.349405734;126;3.420903483;0.000841856;0.0107267;1.969533855;Increased
M6;Otu000020;Firmicutes;Clostridia;Clostridiales;Christensenellaceae;unclassified;0.999792909;0.321451825;126;3.11024182;0.002312206;0.020500848;1.688228167;Increased
M12;Otu000033;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;1.422466052;0.25388324;126;5.602835584;1.26E-07;9.88E-06;5.005384174;Increased
M3;Otu000033;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;0.766749859;0.241707543;126;3.172221475;0.001900493;0.017487078;1.757282756;Increased
Before;Otu000040;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;0.867825323;0.284287123;126;3.052636766;0.002767549;0.023771269;1.623947636;Increased
M12;Otu000043;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;0.961634519;0.185641484;126;5.180062651;8.54E-07;4.21E-05;4.375237681;Increased
